tweet.id	majority_polarity
936520121	pos
936520155	pos
936520483	pos
936521502	pos
936521747	pos
936521972	pos
936522187	pos
936522406	pos
936523275	pos
936523447	pos
936523786	pos
936523810	pos
936523873	pos
936524324	pos
936525295	pos
936525378	pos
936526625	pos
936526921	pos
936527197	pos
936527238	pos
936527280	pos
936528028	pos
936528138	pos
936528339	pos
936528602	pos
936528834	pos
936529720	pos
936529747	pos
936529795	pos
936530349	pos
936530447	pos
936531852	pos
936532627	pos
936532660	pos
936532794	pos
936533004	pos
936533178	pos
936533585	pos
936535326	pos
936535730	pos
936535778	pos
936535823	pos
936536308	pos
936536365	pos
936536791	pos
936537030	pos
936537316	pos
936537723	pos
936537735	pos
936537808	pos
936538596	pos
936538876	pos
936539182	pos
936539336	pos
936539562	pos
936540016	pos
936540089	pos
936540902	pos
936541176	pos
936541846	pos
936541860	pos
936542265	pos
936542355	pos
936542495	pos
936542624	pos
936542639	pos
936542640	pos
936543026	pos
936543140	pos
936543873	pos
936544045	pos
936544375	pos
936544678	pos
936550060	pos
936550329	pos
936550971	pos
936551122	pos
936551125	pos
936551691	pos
936551904	pos
936553094	pos
936553095	pos
936553252	pos
936553642	pos
936553792	pos
936553922	pos
936554828	pos
936554924	pos
936555384	pos
936555666	pos
936555799	pos
936556680	pos
936556704	pos
936556744	pos
936557106	pos
936557198	pos
936557855	pos
936558456	pos
936559123	pos
936560221	pos
936562334	pos
936562352	pos
936562769	pos
936563550	pos
936564968	pos
936565868	pos
936568898	pos
936569295	pos
936570022	pos
936570091	pos
936570160	pos
936570360	pos
936570385	pos
936571351	pos
936571597	pos
936572175	pos
936572186	pos
936572209	pos
936572547	pos
936573100	pos
936573521	pos
936573643	pos
936573830	pos
936573857	pos
936573921	pos
936573933	pos
936574040	pos
936574572	pos
936574979	pos
936575001	pos
936575006	pos
936577921	pos
936578066	pos
936578379	pos
936578933	pos
936579133	pos
936579239	pos
936579783	pos
936580281	pos
936580515	pos
936580916	pos
936581423	pos
936582313	pos
936582347	pos
936582741	pos
936583701	pos
936584159	pos
936585389	pos
936585502	pos
936585638	pos
936586809	pos
936589563	pos
936589794	pos
936590064	pos
936590159	pos
936590215	pos
936590277	pos
936590487	pos
936590567	pos
936591411	pos
936591927	pos
936592763	pos
936593037	pos
936593512	pos
936595514	pos
936595801	pos
936596734	pos
936598453	pos
936601601	pos
936603325	pos
936603668	pos
936604310	pos
936604434	pos
936605054	pos
936605349	pos
936605676	pos
936605858	pos
936605946	pos
936606745	pos
936607742	pos
936608439	pos
936608635	pos
936609458	pos
936609680	pos
936610068	pos
936611069	pos
936611457	pos
936611660	pos
936612296	pos
936612747	pos
936612769	pos
936613445	pos
936613453	pos
936613513	pos
936613522	pos
936613584	pos
936614418	pos
936617136	pos
936620059	pos
936622251	pos
936624889	pos
936624948	pos
936626686	pos
936627692	pos
936628373	pos
936628989	pos
936629717	pos
936631239	pos
936631502	pos
936632195	pos
936632478	pos
936634669	pos
936635174	pos
936636747	pos
936637043	pos
936637536	pos
936640219	pos
936640530	pos
936640847	pos
936641050	pos
936641246	pos
936641320	pos
936642168	pos
936645843	pos
936645889	pos
936646146	pos
936646217	pos
936648643	pos
936648644	pos
936649524	pos
936650398	pos
936650609	pos
936651412	pos
936651504	pos
936651638	pos
936651682	pos
936651881	pos
936651887	pos
936652261	pos
936652355	pos
936652638	pos
936652703	pos
936652827	pos
936652921	pos
936652958	pos
936652975	pos
936652989	pos
936653103	pos
936653228	pos
936653262	pos
936653269	pos
936653332	pos
936653349	pos
936653480	pos
936653675	pos
936653741	pos
936653760	pos
936653916	pos
936654006	pos
936654027	pos
936654068	pos
936654356	pos
936654432	pos
936654474	pos
936654619	pos
936655156	pos
936655375	pos
936655454	pos
936655495	pos
936655534	pos
936655917	pos
936656092	pos
936656245	pos
936656471	pos
936656599	pos
936657165	pos
936657560	pos
936658289	pos
936658329	pos
936658357	pos
936658450	pos
936658628	pos
936658744	pos
936658755	pos
936658938	pos
936658955	pos
936658965	pos
936659130	pos
936659197	pos
936659202	pos
936659223	pos
936659421	pos
936659511	pos
936659597	pos
936659820	pos
936659910	pos
936660054	pos
936660124	pos
936660216	pos
936660219	pos
936660281	pos
936660307	pos
936660444	pos
936660486	pos
936660505	pos
936660529	pos
936660645	pos
936660788	pos
936660791	pos
936660987	pos
936661335	pos
936661455	pos
936661459	pos
936661489	pos
936661508	pos
936661512	pos
936661554	pos
936661610	pos
936661660	pos
936661977	pos
936662258	pos
936662290	pos
936662308	pos
936662600	pos
936662748	pos
936662780	pos
936663197	pos
936663244	pos
936663366	pos
936663552	pos
936663734	pos
936663756	pos
936663833	pos
936664152	pos
936664166	pos
936664222	pos
936664562	pos
936664610	pos
936665006	pos
936665064	pos
936665260	pos
936665321	pos
936665460	pos
936665514	pos
936665585	pos
936665621	pos
936665654	pos
936665818	pos
936665959	pos
936665971	pos
936665998	pos
936666650	pos
936666715	pos
936666718	pos
936666737	pos
936666756	pos
936667042	pos
936667268	pos
936667330	pos
936667337	pos
936667667	pos
936667755	pos
936667905	pos
936668110	pos
936668124	pos
936668338	pos
936668548	pos
936668638	pos
936668683	pos
936668688	pos
936668736	pos
936668743	pos
936668752	pos
936668813	pos
936668888	pos
936668899	pos
936668941	pos
936669136	pos
936669158	pos
936669201	pos
936669306	pos
936669401	pos
936669561	pos
936669632	pos
936669661	pos
936669683	pos
936669756	pos
936669966	pos
936669970	pos
936670076	pos
936670138	pos
936670234	pos
936670317	pos
936670452	pos
936670648	pos
936670773	pos
936670807	pos
936671022	pos
936671298	pos
936671313	pos
936671394	pos
936671643	pos
936671843	pos
936671925	pos
936672162	pos
936672197	pos
936672246	pos
936672283	pos
936672391	pos
936672405	pos
936672420	pos
936672448	pos
936672464	pos
936672493	pos
936672620	pos
936672687	pos
936673024	pos
936673045	pos
936673078	pos
936673139	pos
936673196	pos
936673205	pos
936673311	pos
936673427	pos
936673702	pos
936673879	pos
936674137	pos
936674148	pos
936674208	pos
936674444	pos
936674874	pos
936674980	pos
936675200	pos
936675347	pos
936675361	pos
936675427	pos
936675444	pos
936675472	pos
936675482	pos
936675670	pos
936675674	pos
936675689	pos
936675769	pos
936675921	pos
936676047	pos
936676123	pos
936676183	pos
936676251	pos
936676549	pos
936676749	pos
936676809	pos
936676954	pos
936677144	pos
936677162	pos
936677247	pos
936677285	pos
936677318	pos
936677619	pos
936677727	pos
936677916	pos
936678198	pos
936678204	pos
936678588	pos
936678760	pos
936678845	pos
936678855	pos
936678871	pos
936678932	pos
936678977	pos
936679033	pos
936679041	pos
936679084	pos
936679126	pos
936679263	pos
936679295	pos
936679337	pos
936679722	pos
936679791	pos
936679818	pos
936680412	pos
936680584	pos
936680657	pos
936680679	pos
936680758	pos
936680885	pos
936680961	pos
936681113	pos
936681841	pos
936681849	pos
936682115	pos
936682240	pos
936682322	pos
936682522	pos
936682740	pos
936682813	pos
936683138	pos
936683566	pos
936683729	pos
936684179	pos
936684461	pos
936684721	pos
936684787	pos
936685499	pos
936685694	pos
936685734	pos
936685816	pos
936686026	pos
936686250	pos
936686322	pos
936686356	pos
936686512	pos
936686628	pos
936686695	pos
936687772	pos
936687916	pos
936688718	pos
936688819	pos
936688848	pos
936688977	pos
936688986	pos
936689170	pos
936689212	pos
936689236	pos
936689274	pos
936689326	pos
936689550	pos
936689571	pos
936689751	pos
936690007	pos
936690056	pos
936690097	pos
936690573	pos
936690769	pos
936692160	pos
936692868	pos
936693357	pos
936693506	pos
936693664	pos
936693816	pos
936693847	pos
936694519	pos
936695177	pos
936695215	pos
936695750	pos
936696079	pos
936696184	pos
936696282	pos
936696385	pos
936696563	pos
936696647	pos
936697590	pos
936697699	pos
936697978	pos
936698534	pos
936698722	pos
936698832	pos
936700146	pos
936700795	pos
936700945	pos
936700979	pos
936701106	pos
936701144	pos
936701257	pos
936701312	pos
936701327	pos
936701498	pos
936701503	pos
936702244	pos
936702397	pos
936703017	pos
936703826	pos
936704041	pos
936704155	pos
936704471	pos
936704932	pos
936705020	pos
936705253	pos
936705390	pos
936705478	pos
936705673	pos
936707072	pos
936707166	pos
936708239	pos
936708308	pos
936708347	pos
936709164	pos
936710128	pos
936710385	pos
936710829	pos
936711100	pos
936711103	pos
936711574	pos
936711855	pos
936712088	pos
936712772	pos
936712953	pos
936713851	pos
936714944	pos
936715204	pos
936716943	pos
936716950	pos
936717216	pos
936718002	pos
936718106	pos
936718393	pos
936718500	pos
936718815	pos
936719183	pos
936719632	pos
936719924	pos
936720141	pos
936720606	pos
936720856	pos
936721306	pos
936721556	pos
936722147	pos
936722705	pos
936722805	pos
936722882	pos
936723599	pos
936723639	pos
936724023	pos
936724173	pos
936724450	pos
936725419	pos
936725722	pos
936726027	pos
936727123	pos
936727508	pos
936727605	pos
936727968	pos
936728567	pos
936729373	pos
936731002	pos
936731266	pos
936731548	pos
936731578	pos
936731935	pos
936732175	pos
936732843	pos
936733231	pos
936733496	pos
936733754	pos
936734284	pos
936734620	pos
936734854	pos
936735639	pos
936467521	pos
936480029	pos
936483460	neg
936494301	pos
936494930	pos
936495452	pos
936497312	neg
936498590	neg
936498902	pos
936508229	pos
936509217	neg
936513943	pos
936519599	pos
936525433	pos
936528311	neg
936529976	neg
936533505	neg
936533552	pos
936535036	neg
936536673	neg
936537909	neg
936539458	pos
936539920	neg
936542095	pos
936545792	pos
936548140	neg
936552467	neg
936555794	pos
936556271	neg
936556644	pos
936558052	neg
936558660	neg
936563121	pos
936570053	neg
936573437	neg
936575078	neg
936575849	neg
936576813	pos
936578208	neg
936581641	neg
936584114	pos
936588938	neg
936591962	neg
936594872	pos
936597044	pos
936607741	pos
936616713	neg
936619242	neg
936619780	pos
936631818	neg
936650696	neg
936651226	neg
936651561	pos
936651957	neg
936652779	neg
936652785	neg
936652912	pos
936653066	neg
936653452	neg
936653719	pos
936655850	neg
936655886	neg
936656376	neg
936658639	neg
936659217	neg
936660427	neg
936660692	neg
936660785	pos
936661436	neg
936662402	neg
936662633	neg
936662715	neg
936663106	neg
936663542	neg
936664515	neg
936664925	pos
936665010	neg
936665077	neg
936665169	neg
936665692	neg
936666979	neg
936668016	neg
936668339	pos
936668405	neg
936668959	pos
936669142	neg
936669515	neg
936670499	neg
936671712	pos
936672291	pos
936673433	neg
936675279	pos
936675641	pos
936675847	pos
936676192	pos
936676349	pos
936676449	pos
936676750	neg
936677094	neg
936677170	neg
936677550	pos
936678346	pos
936678406	pos
936678444	pos
936678915	pos
936678926	neg
936678944	pos
936678947	neg
936679150	pos
936679194	neg
936680053	neg
936680083	pos
936680640	pos
936681189	pos
936681213	pos
936681543	neg
936681920	pos
936682039	pos
936682182	neg
936682385	neg
936683124	neg
936683810	neg
936683940	neg
936684512	neg
936684677	pos
936685203	pos
936685455	pos
936685714	neg
936685720	pos
936685829	pos
936685909	pos
936686314	neg
936686729	neg
936686797	neg
936687662	pos
936687846	neg
936688281	neg
936688841	pos
936688870	pos
936688887	pos
936689423	neg
936689459	pos
936689972	neg
936690299	neg
936690478	neg
936691323	neg
936692452	neg
936693140	pos
936693262	neg
936693892	neg
936695111	neg
936696366	pos
936697676	pos
936697693	neg
936697697	pos
936697890	neg
936699353	pos
936699511	pos
936699599	pos
936700103	neg
936701864	neg
936701900	neg
936702302	pos
936703104	pos
936703619	pos
936706071	neg
936707028	neg
936707140	neg
936707957	pos
936709148	neg
936709559	pos
936710896	pos
936712180	pos
936712790	pos
936713042	neg
936713354	neg
936714136	pos
936715459	pos
936716116	neg
936718347	neg
936720914	neg
936721631	pos
936722520	neg
936727759	neg
936729880	neg
936730617	neg
936732098	pos
936732423	neg
936733229	neg
936733422	neg
936466790	pos
936466992	pos
936471235	pos
936471689	pos
936474486	neg
936477289	pos
936478718	pos
936480927	neg
936483187	neg
936484625	neg
936484709	pos
936488439	pos
936488896	pos
936489621	neg
936492186	neg
936493682	neg
936495333	neg
936498031	pos
936498034	neg
936498228	neg
936501496	neg
936508228	neg
936509316	pos
936509571	neg
936513814	neg
936515358	neg
936515700	pos
936517353	pos
936519974	pos
936520606	neg
936521342	neg
936524007	pos
936532101	pos
936534154	neg
936534741	pos
936536331	neg
936541498	pos
936541768	neg
936544831	neg
936547063	neg
936547247	neg
936550831	neg
936550953	neg
936552483	neg
936557361	neg
936558270	neg
936569173	neg
936570964	neg
936571547	neg
936571808	neg
936576126	neg
936576821	pos
936577314	neg
936579001	pos
936584599	neg
936584806	neg
936585180	neg
936587862	neg
936592387	neg
936598146	pos
936602564	neg
936604893	neg
936606157	pos
936608162	neg
936609988	pos
936610288	pos
936612351	pos
936613095	pos
936613663	neg
936615509	neg
936617463	pos
936620318	neg
936624853	pos
936627111	pos
936631615	neg
936632002	pos
936634389	pos
936635079	neg
936640843	pos
936641080	pos
936643258	neg
936646130	neg
936648213	pos
936648374	pos
936651031	pos
936651259	neg
936651582	pos
936651616	pos
936651645	pos
936651825	pos
936652465	neg
936652542	neg
936652570	neg
936652674	neg
936652757	neg
936653333	pos
936654168	pos
936654817	neg
936655678	neg
936655751	neg
936656104	pos
936656346	neg
936658602	pos
936659025	neg
936659469	pos
936659697	neg
936659849	neg
936659850	pos
936659888	neg
936659957	neg
936660032	neg
936660231	pos
936660689	neg
936660812	pos
936660872	pos
936661326	pos
936661603	neg
936661846	pos
936661989	neg
936662351	pos
936662383	neg
936662502	neg
936662581	pos
936662712	pos
936662734	neg
936662928	neg
936662987	pos
936663111	neg
936663947	pos
936663987	pos
936664010	pos
936664579	neg
936664874	neg
936665763	pos
936665788	neg
936665963	neg
936666242	neg
936666287	neg
936666577	pos
936666736	neg
936666918	neg
936667225	neg
936667460	neg
936667858	neg
936668354	pos
936668521	pos
936668600	neg
936668616	pos
936668664	pos
936668871	neg
936669335	neg
936669339	neg
936669649	pos
936669728	pos
936670089	pos
936670248	pos
936670306	neg
936670537	pos
936670673	neg
936670772	neg
936671031	pos
936671544	pos
936672793	neg
936672801	pos
936673114	pos
936673411	pos
936673881	pos
936674898	pos
936675626	neg
936676274	pos
936677128	neg
936677639	pos
936677880	pos
936678235	pos
936678315	pos
936678414	pos
936679846	neg
936680478	pos
936682287	pos
936683018	pos
936683232	neg
936683242	neg
936683471	pos
936683835	pos
936683955	pos
936684350	pos
936684989	pos
936685598	neg
936685667	pos
936686075	neg
936686167	pos
936686693	neg
936687289	pos
936687339	pos
936687358	pos
936687526	neg
936687699	neg
936688630	neg
936690190	neg
936690267	neg
936690484	pos
936690546	pos
936691595	neg
936695078	neg
936695550	neg
936698195	pos
936698205	pos
936699205	neg
936699401	neg
936700235	neg
936700412	neg
936700528	neg
936700650	pos
936700789	pos
936701090	pos
936703490	pos
936703521	neg
936703596	pos
936705181	pos
936705987	neg
936706234	pos
936706682	neg
936707440	neg
936707583	pos
936709107	neg
936710363	pos
936711018	neg
936712555	neg
936712655	neg
936712946	neg
936713228	neg
936713437	neg
936713648	neg
936713761	neg
936713807	pos
936714342	pos
936714784	neg
936715144	neg
936719107	pos
936719347	neg
936719901	pos
936720719	pos
936720768	pos
936720769	pos
936721330	neg
936723075	pos
936724889	pos
936725960	pos
936726077	pos
936727287	neg
936728368	pos
936729258	neg
936729608	pos
936730727	pos
936732549	pos
936733042	neg
936735037	pos
936468824	pos
936475013	neg
936480534	neg
936486440	neg
936486460	neg
936487471	pos
936489827	neg
936490546	pos
936495473	neg
936496110	pos
936498321	pos
936505819	pos
936508619	neg
936512318	neg
936514993	neg
936516116	neg
936517294	pos
936518437	neg
936518665	pos
936521572	pos
936522227	pos
936522488	pos
936524681	neg
936525054	neg
936525239	neg
936525302	pos
936528979	pos
936529947	neg
936530295	neg
936536282	pos
936536547	pos
936536680	pos
936537194	pos
936543177	neg
936544419	pos
936546282	neg
936552922	pos
936553753	neg
936557480	pos
936559189	pos
936560169	neg
936561190	neg
936577107	neg
936582813	neg
936584331	neg
936584893	pos
936590649	neg
936592591	pos
936601563	neg
936602643	pos
936603510	pos
936606064	neg
936606827	neg
936608810	neg
936611585	neg
936616670	neg
936616765	pos
936618686	pos
936621220	neg
936621536	pos
936621883	pos
936623630	neg
936625214	neg
936627387	pos
936628718	pos
936629762	pos
936634479	pos
936637675	neg
936641463	neg
936643624	neg
936647764	neg
936650532	neg
936650558	pos
936652055	neg
936652119	neg
936652239	pos
936652801	neg
936652911	pos
936653153	pos
936653582	pos
936653693	pos
936653952	neg
936655844	neg
936656324	neg
936656352	pos
936657724	neg
936657827	neg
936657917	pos
936658400	neg
936659290	neg
936659676	pos
936659683	pos
936659933	pos
936659935	neg
936659996	neg
936660136	neg
936661032	pos
936661151	neg
936661214	neg
936661348	neg
936661428	pos
936662176	neg
936662248	pos
936662533	pos
936662561	neg
936662802	pos
936663539	neg
936663908	neg
936664125	neg
936664335	neg
936664764	neg
936664895	neg
936666332	neg
936666798	pos
936666956	pos
936667478	pos
936667766	neg
936668417	neg
936668609	pos
936668612	neg
936669336	pos
936669870	pos
936669887	pos
936670611	neg
936670701	pos
936671875	neg
936672130	neg
936672579	pos
936672847	pos
936673506	pos
936673801	neg
936674549	pos
936676631	neg
936676654	pos
936676773	neg
936676934	neg
936678062	neg
936678452	pos
936679100	neg
936679531	neg
936679732	neg
936679863	neg
936679883	neg
936680013	pos
936680131	neg
936680463	neg
936680643	neg
936680777	neg
936680836	neg
936681176	pos
936681335	neg
936681439	neg
936681538	neg
936681826	pos
936682098	neg
936682264	pos
936682379	neg
936682949	neg
936684552	neg
936685039	neg
936685186	neg
936685352	neg
936685912	neg
936686302	neg
936687015	pos
936687500	pos
936687765	pos
936687831	neg
936687945	pos
936688231	neg
936688367	pos
936690872	neg
936691036	pos
936691546	neg
936691743	neg
936691783	pos
936691975	neg
936691988	neg
936692327	pos
936692341	neg
936693201	pos
936693228	neg
936693584	pos
936693920	neg
936694052	pos
936694904	pos
936695852	neg
936697376	neg
936697932	pos
936698114	neg
936698361	pos
936698824	pos
936699676	neg
936699723	neg
936701593	pos
936702834	neg
936702891	pos
936705865	pos
936705939	neg
936706086	pos
936706096	pos
936707222	pos
936707912	pos
936708387	pos
936708404	neg
936708599	neg
936708805	pos
936709246	neg
936709648	neg
936709656	pos
936710127	neg
936710494	neg
936711676	neg
936712358	pos
936712525	pos
936713084	neg
936714556	pos
936716706	pos
936717337	neg
936717702	pos
936718502	neg
936718930	pos
936719313	pos
936719467	pos
936719715	pos
936720932	pos
936721477	neg
936721733	pos
936722621	neg
936723460	neg
936723609	neg
936724155	pos
936724476	pos
936725013	neg
936725445	pos
936726452	pos
936726492	pos
936726977	neg
936727686	neg
936731119	pos
936732605	neg
936732650	neg
936733111	neg
936733673	neg
936734021	neg
936735141	pos
